GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,period,EVENT_DATE,year,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
520,1680RTA,,January 2017,22/01/2017,2017,1,Battle-No change of territory,Unidentified Clan Militia (Somalia),,4,Unidentified Clan Militia (Somalia),,4,44,Somalia,Shabeellaha Dhexe,Jowhar,,Ceel Baraf,3.2072,45.75927,1,Local Source Project,"Two unidentified clan militia groups clashed at Ceel Baraf, Mahaday district over land disputes. Two people from the two clans were killed and one was injured.",2
520,1283RTA,,January 2017,22/01/2017,2017,1,Battle-No change of territory,Dhulbahante-Barkad Sub-Clan Militia (Somalia),,4,Dhulbahante-Ali Geri Sub-Clan Militia (Somalia),,4,44,Somalia,Togdheer,Buuhoodle,,Higlokadhacday,8.32158,46.57131,1,Local Source Project,Heavy fighting broke out on 22-23 January at Higlokadhacday (34km NE of Buuhoodle) between two Dulbahante militias over a dispute concerning an underground water tank. The sub-clans of the fighters are not known. casualties not known. ,0
520,1284RTA,,January 2017,22/01/2017,2017,1,Violence against civilians,Dhulbahante Clan Militia (Somalia),,4,Civilians (Somalia),Dhulbahante Clan Group (Somalia),7,47,Somalia,Sool,Lascaanod,,Las Anod,8.47358,47.35441,1,Local Source Project,Dhulbahante clan militia shot and killed a shopkeeper from a rival sub-clan in apparent revenge. ,1
520,1681RTA,,January 2017,22/01/2017,2017,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Banaadir,Mogadisho,,Yaaqshiid,2.06777,45.35,1,Local Source Project,Two unidentified armed men using pistols shot and killed a businesswoman in Suuq Bacaad Market. The victim sold second hand clothes in the market. The armed men managed to escape. The motive remained unclear.,1
520,1286RTA,,January 2017,23/01/2017,2017,1,Battle-No change of territory,AMISOM: African Union Mission in Somalia (2007-),Military Forces of Somalia (2012-),8,Al Shabaab,,2,28,Somalia,Shabeellaha Hoose,Afgooye,,Afgooye,2.15,45.116,1,Local Source Project,Al Shabaab launched a heavy attack on SNAF and AMISOM positions at Afgoye. casualties not known.,0
520,928RTA,,January 2017,23/01/2017,2017,1,Remote violence,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Bay,Baydhabo,,Baidoa,3.11718,43.6469,2,Shabelle Media Network (Mogadishu),At least two government soldiers are dead following a al Shabaab laid remote controlled land mine explosion in Baydhabo region. ,2
520,1287RTA,,January 2017,23/01/2017,2017,1,Battle-No change of territory,Jejele Clan Militia (Somalia),,4,Al Shabaab,,2,24,Somalia,Hiiraan,Belet Weyne,,Buqkoosaar,4.5109,44.8165,1,Local Source Project,Al Shabaab fighters attack Jajeele clan militias at Buqkoosaar. Casualties not known. ,0
520,1682RTA,,January 2017,23/01/2017,2017,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Shabeellaha Hoose,Afgooye,,Buulo Folyo,2.16362,45.1105,1,Local Source Project,Al Shabaab fighters attacked an SNA position at Buulo Foolyo located at the outskirts of Afgoye town. There was an exchange of heavy gunfire which lasted for over an hour. AS militants briefly took control of some areas in the city before they were repelled. One female civilian and three SNA soldiers were reportedly killed while five others were injured.,4
520,929RTA,,January 2017,23/01/2017,2017,1,Remote violence,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Bay,Buur Xakaba,,Buur Xakaba,2.80488,44.08205,2,Garoweonline,"Five soldiers were reportedly killed and six others seriously wounded in a bomb attack on a Somali military base in Burhakaba district, exact location not known on 23/01. Al Shabaab claimed responsibility.",5
520,930RTA,,January 2017,23/01/2017,2017,1,Remote violence,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),Government of Somalia (2012-),7,37,Somalia,Banaadir,Mogadisho,,Hawl Wadaag,2.04803,45.32,1,Radio Kulmiye ,An explosives-laden car detonated along the Shaqalaha Road in Mogadishu next to the Cinema of Somalia. The target is believed to be an Interior Ministry employee. Perpetrates not known. No causality. ,0
520,1288RTA,,January 2017,23/01/2017,2017,1,Battle-No change of territory,Dhulbahante-Barkad Sub-Clan Militia (Somalia),,4,Dhulbahante-Ali Geri Sub-Clan Militia (Somalia),,4,44,Somalia,Togdheer,Buuhoodle,,Higlokadhacday,8.32158,46.57131,1,Local Source Project,Heavy fighting broke out on 22-23 January at Higlokadhacday (34km NE of Buuhoodle) between two Dulbahante militias over a dispute concerning an underground water tank. The sub-clans of the fighters are not known. casualties not known. ,0
520,1289RTA,,January 2017,23/01/2017,2017,1,Battle-No change of territory,AMISOM: African Union Mission in Somalia (2007-),,8,Al Shabaab,,2,28,Somalia,Hiiraan,Jalalaqsi,,Jalalaqsi,3.38342,45.59693,1,Local Source Project,Al Shabaab fighters attack an AMISOM base in Jalalaqsi. casualties not known. ,0
520,1683RTA,,January 2017,23/01/2017,2017,1,Battle-No change of territory,Police Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Shabeellaha Dhexe,Jowhar,,Jowhar,2.78088,45.49682,1,Local Source Project, The Middle Shabelle Regional Police commander was killed in a grenade explosion attack in Jowhar town by unknown persons. Government forces immediately conducted a security search operation in the surrounding villages that were suspected to be AS hideouts where they arrested suspected AS fighter,1
520,1684RTA,,January 2017,23/01/2017,2017,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Sool,Lascaanod,,Las Anod,8.47358,47.35441,1,Local Source Project,Unidentified armed men shot and killed a shopkeeper at Royal Station in Madareemin neighbourhood. The motive of the killing was unknown. It was reported that tension ran high as gunshots fired by the security forces and clan militants were heard after the incident. Additional troops were deployed and a curfew was imposed in parts of the town.,1
520,1685RTA,,January 2017,23/01/2017,2017,1,Remote violence,Military Forces of Somalia (2012-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Banaadir,Mogadisho,,Waaberi,2.01951,45.31,1,Local Source Project,"An IED, placed by unknown persons in a vehicle belonging to a NISA officer, exploded in a car park near Ex. Somali Cinema neighbourhood along Maka Al Mukarama road in Waberi district. Nobody was in the vehicle at the time of the explosion. The motive of the incident could not be established.",0
520,931RTA,,January 2017,24/01/2017,2017,1,Remote violence,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Shabeellaha Hoose,Afgooye,,Afgooye,2.15,45.116,1,Radio Kulmiye ,Five Somali government soldiers have been killed and three more wounded after a roadside bomb detonated near a security checkpoint in Afgoye. Witnesses said al-Shabaab gunmen planted the bomb in the area overnight.,5
520,932RTA,,January 2017,24/01/2017,2017,1,Battle-Government regains territory,AMISOM: African Union Mission in Somalia (2007-) (Kenya),Military Forces of the United States,8,Al Shabaab,,2,28,Somalia,Jubbada Hoose,Badhaadhe,,Badhaadhe,-1.03537,41.50047,1,Shabelle Media Network (Mogadishu),"Kenya forces retake Badhaadhe from al Shabaab following an offensive. At least four al Shabaab and two civilians were killed. The Americans were also involved in the operation. The conquering forces left the town six hours later, allowing for an al Shabaab return. ",6
520,1290RTA,,January 2017,24/01/2017,2017,1,Battle-Government regains territory,AMISOM: African Union Mission in Somalia (2007-) (Kenya),Military Forces of the United States,8,Al Shabaab,,2,28,Somalia,Jubbada Hoose,Badhaadhe,,Badhaadhe,-1.03537,41.50047,1,Local Source Project,"Kenya forces retake Badhaadhe from al Shabaab following an offensive. At least four al Shabaab and two civilians were killed. The Americans were also involved in the operation. The conquering forces left the town six hours later, allowing for al Shabaab to return. ",6
520,1291RTA,,January 2017,24/01/2017,2017,1,Remote violence,Military Forces of Puntland (1998-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Bari,Bossaso,,Bossaso,11.28366,49.1806,2,Local Source Project,On 24 Jan. an RCIED hit a squad of Puntland soldiers on foot patrol approximately 35km south-west of Bossaso. casualties not known. ,0
520,1686RTA,,January 2017,24/01/2017,2017,1,Remote violence,Military Forces of Puntland (1998-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Bari,Bossaso,,Bossaso,11.28366,49.1806,1,Local Source Project,"A road-side IED, targeting Puntland Security Forces on foot patrol, was remotely detonated in the proximity of Bali Khadar on the road to Galgala (c. 35 km South West of Bossaso). There were no reports of immediate casualties or arrests.",0
520,1292RTA,,January 2017,24/01/2017,2017,1,Violence against civilians,Marehan-Wagardhac Sub-Clan Militia (Somalia),,4,Civilians (Somalia),Marehan-Dalal Sub-Clan Group (Somalia),7,47,Somalia,Galguduud,Cabudwaaq,,Cabudwaaq,6.14778,46.39639,2,Local Source Project,"A man from Dalal clan, sub-clan of Marehan, was shot and killed by armed militiamen from Wagardhac clan, sub-clan of Marehan, at Dalsan village (c. 15 km East of Abudwak). The victim was travelling from Galkayo to Abudwak when he was ambushed by the militiamen. The incident was related to previous clan feuds. The perpetrators escaped from the area.",1
520,1293RTA,,January 2017,24/01/2017,2017,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Bakool,Xudur,,Dhiil,4.12661,43.5909,1,Local Source Project,"Military forces engage al Shabaab at Dhiil, 33kms from Xudur. Three al Shabaab KIA, four civilians killed by stray bullets. ",7
520,1687RTA,,January 2017,24/01/2017,2017,1,Riots/Protests,Rioters (Somalia),,5,,,0,50,Somalia,Woqooyi Galbeed,Hargeysa,,Hargeysa,9.55975,44.06678,1,Local Source Project,Businessmen and residents demonstrated around Radio Hargeisa at Idacada neighbourhood. Local businesses were reported to be closed as the demonstration spread towards Jigjiga Yar neighbourhood. Unconfirmed reports indicated that some rowdy youths looted forex traders around the area. This was as a result of a rise in the exchange rate of the Somaliland shilling to the dollar.,0
520,1688RTA,,January 2017,24/01/2017,2017,1,Battle-No change of territory,LSPG: Lower Shabelle People’s Guard,,3,Al Shabaab,,2,23,Somalia,Shabeellaha Hoose,Afgooye,,K50,2.0054,44.9872,1,Local Source Project,Al Shabaab fighters and Lower Shabelle People’s Group militia (LSPG) clashed in Ceelsalini neighbourhood at Km 50 over a CP mounted by LSPG. One LSPG soldier was killed while another was injured.,1
520,933RTA,,January 2017,25/01/2017,2017,1,Battle-No change of territory,AMISOM: African Union Mission in Somalia (2007-),Police Forces of Somalia (2012-),8,Al Shabaab,,2,28,Somalia,Shabeellaha Hoose,Afgooye,,Afgooye,2.15,45.116,1,Xinhua,AMISOM forces repel an al Shabaab attack on a police post in Afgooye. Nine al Shabaab deaths reported.,9
520,1689RTA,,January 2017,25/01/2017,2017,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Shabeellaha Hoose,Afgooye,,Afgooye,2.15,45.116,2,Local Source Project,Three unidentified headless bodies were discovered in the outskirts of Afgoye district. The motive for the killing was unknown.,3
520,935RTA,,January 2017,25/01/2017,2017,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Bari,Bossaso,,Bossaso,11.28366,49.1806,1,Shabelle Media Network (Mogadishu),A Somali elder and peace envoy has been shot and injured by armed men in northeastern city of Bosaso. Perpetrators not known. ,0
520,1690RTA,,January 2017,25/01/2017,2017,1,Remote violence,Al Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Shabeellaha Hoose,Marka,,Bulo Mareer,1.6298,44.5196,1,Local Source Project,AS fighters fired six mortar rounds into Buulo Mareer district. One round landed in a residential house killing an older woman and injuring eight others. The victims were all members of the same family.,1
520,1691RTA,,January 2017,25/01/2017,2017,1,Battle-No change of territory,Police Forces of Somalia (2012-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Banaadir,Mogadisho,,Hawl Wadaag,2.04803,45.32,1,Local Source Project,"Unknown attackers reportedly hurled a HG at Howlwadag Police Station in Howlwadag district. Three people, including a district administration official, were injured by the blast. The perpetrators escaped.",0
520,1294RTA,,January 2017,25/01/2017,2017,1,Remote violence,AMISOM: African Union Mission in Somalia (2007-) (Uganda),,8,Unidentified Armed Group (Somalia),,3,38,Somalia,Banaadir,Mogadisho,,Heliwa,2.08438,45.39,1,Local Source Project,"An RCIED hit an AMISOM convoy in Heliwa, causing damages. No casualties reported. ",0
520,1692RTA,,January 2017,25/01/2017,2017,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Shabeellaha Hoose,Marka,,Marka,1.71305,44.76388,1,Local Source Project,AS clashed with SNAF forces on patrol at Golweyn neighbourhood in Marka District. There was an exchange of gunfire. There were no reports of casualties.,0
520,934RTA,,January 2017,25/01/2017,2017,1,Violence against civilians,Al Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Banaadir,Mogadisho,,Mogadishu,2.04139,45.33372,1,Shabelle Media Network (Mogadishu),Al Shabaab suicide bomber rammed a vehicle loaded with explosives into a popular hotel in central Somali capital Mogadishu on 25/01. An eyewitness said a truck bomb went off at Dayah Hotel and heavily armed gunmen have fired their way into the ground. Another blast was heard just minutes after the first attack. At least five people are said to have been killed - numbers varied - (the number raised to 38 in the following weeks.),38
520,1693RTA,,January 2017,25/01/2017,2017,1,Remote violence,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Banaadir,Mogadisho,,Yaaqshiid,2.06777,45.35,1,Local Source Project,"An IED, placed under a vehicle owned by businessman, detonated in a garage near Hotel Ramadan in Yaqshid district. One bystander was injured in the explosion.",0
520,936RTA,,January 2017,26/01/2017,2017,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Bay,Diinsoor,,Yaaq-Baraway,1.56974,43.11772,1,Somali Memo ,Al Shabaab executes three in Yaaq Baraawe after they were accused of aiding the CIA. ,3
520,1694RTA,,January 2017,27/01/2017,2017,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Gedo,Bardera,,Baardheere,2.33993,42.28598,1,Local Source Project,20 estimated AS fighters launched an attack against SNA military base located in the outskirt of Bardhere. SNA managed to repulse AS. There were no reports of casualties.,0
520,1695RTA,,January 2017,27/01/2017,2017,1,Remote violence,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Hiiraan,Belet Weyne,,Belet Weyne,4.73598,45.20427,2,Local Source Project,"A remote-controlled IED, planted under a big tree located close to a CP controlled by SNA at Burjada Ciinta (c. 5 km South West of Beletweyne town) exploded while soldiers gathered in the shade. Two SNA soldiers were killed and one was injured. The injured was taken to Beletweyne Main Hospital for treatment. It was believed that AS planted the IED.",2
520,937RTA,,January 2017,27/01/2017,2017,1,Remote violence,Unidentified Communal Militia (Somalia),,4,Unidentified Armed Group (Somalia),,3,34,Somalia,Hiiraan,Belet Weyne,,Belet Weyne,4.73598,45.20427,1,Goobjoog,Three people have been killed and several others injured in a bomb blast at a checkpoint run by a local militia. Perpetrators not known. ,3
520,1696RTA,,January 2017,27/01/2017,2017,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Banaadir,Mogadisho,,Hodan,2.03333,45.35,1,Local Source Project,An elderly man was shot and killed at KPP junction by two unidentified armed men using pistols. The victim was involved in the recent Member of Parliament elections in Adado. The perpetrators escaped. Security forces searched the area. There were no reports of arrest.,1
520,938RTA,,January 2017,27/01/2017,2017,1,Battle-Non-state actor overtakes territory,AMISOM: African Union Mission in Somalia (2007-) (Kenya),,8,Al Shabaab,,2,28,Somalia,Jubbada Hoose,Badhaadhe,,Kolbiyow,-1.13694,41.2174,1,Shabelle Media Network (Mogadishu),"Al Shabaab launch a large attack on a KDF base at Kulbiyow. The attackers managed to overtake that base, killing between 51 and 57 soldiers. Military equipment was also reported captured. Despite the majority of reported describing the above, a Lt. Col in the Public Relation's office denied the military and lost control of the base via Twitter. Witnesses put the fatalities at around 40.",40
520,1697RTA,,January 2017,27/01/2017,2017,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Bay,Buur Xakaba,,Lug-Habar,2.91796,43.93153,1,Local Source Project,AS fighters ambushed ISWA forces. The troops were from Daynuunow and were headed to Buur-hakaba at Lug-Habar (c. 21 km North West of Buur- Hakaba). There was a brief exchange of gunfire. One AS fighter was killed and three ISWA forces were injured.,1
520,1295RTA,,January 2017,27/01/2017,2017,1,Battle-No change of territory,Military Forces of Puntland (1998-) Darawish,,1,Islamic State (Somalia),,2,12,Somalia,Bari,Qandala,,Qandala,11.471,49.87262,2,Local Source Project,"Islamic state fighters ambushed a group of Darawish forces at Karimo, 45km SE of Qandala and abducted 5 soldiers. The five were later found beheaded SE of Qandala. ",5
520,1698RTA,,January 2017,27/01/2017,2017,1,Violence against civilians,Habar Gedir-Saad Sub-Clan Militia (Somalia),,4,Civilians (Somalia),Majeerteen-Omar Mahmud Sub-Clan Group (Somalia),7,47,Somalia,Mudug,Hobyo,,Xanfale,6.28,49.02,1,Local Source Project,"A man was shot and killed and another was wounded by armed militiamen from Sa’ad clan/Habargidir at Xanfalle (c. 30 km South of Ballibusle). The victims hailed from Omar Mohamud clan, sub-clan of Majeerteen while the perpetrators hailed from Sa’ad clan, sub-clan of Habargidir. The motive of the incident was unknown. The perpetrators escaped from the area.",1
520,1296RTA,,January 2017,28/01/2017,2017,1,Violence against civilians,Al Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Hiiraan,Belet Weyne,,Belet Weyne,4.73598,45.20427,1,Local Source Project,A businessman is shot and killed by al Shabaab in Belet Weyne.,1
520,1297RTA,,January 2017,28/01/2017,2017,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Bari,Bossaso,,Bossaso,11.28366,49.1806,1,Local Source Project,Unidentified attackers shot and killed a businessman in Bosasso on 28/01. ,1
520,1298RTA,,January 2017,28/01/2017,2017,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Nugaal,Garowe,,Garowe,8.40635,48.48188,1,Local Source Project,Unidentified attackers stabbed and killed civilian in Garowe on 28/01. ,1
520,1699RTA,,January 2017,28/01/2017,2017,1,Remote violence,AMISOM: African Union Mission in Somalia (2007-),,8,Al Shabaab,,2,28,Somalia,Shabeellaha Hoose,Qoryooley,,Qoryooley,1.78586,44.5313,1,Local Source Project,Al Shabaab militants and AMISOM clashed at Qoryoley district. AS fired mortar rounds into the city killing two civilians and injuring seven others in a mosque. AMISOM fired back at the AS position.,2
520,1700RTA,,January 2017,29/01/2017,2017,1,Strategic development,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Hiiraan,Belet Weyne,,Belet Weyne,4.73598,45.20427,1,Local Source Project,A grenade was hurled at Horseed CP control at Xaawo taako village located at the eastern part of Beletweyne between the small Livestock Market and the petrol station. The grenade landed on open ground. It was suspected that AS hurled the grenade.,0
520,1299RTA,,January 2017,29/01/2017,2017,1,Remote violence,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Shabeellaha Dhexe,Jowhar,,Burane,2.8,45.55,1,Radio Kulmiye ,"Six people have been wounded after a bomb hidden inside a restaurant exploded in the village of Burane, Mahaday district, Middle Shabelle region. Perpetrators not known. ",0
520,2081RTA,,January 2017,29/01/2017,2017,1,Battle-No change of territory,LSPG: Lower Shabelle People’s Guard,,3,Al Shabaab,,2,23,Somalia,Shabeellaha Hoose,Marka,,Cad-Caddey,1.78333,44.85,1,Local Source Project,Al Shabaab clashed with LSPG forces at Ceel Cadeey on 29/01. Causalities not known. ,0
520,1701RTA,,January 2017,29/01/2017,2017,1,Battle-No change of territory,Habar Gedir-Saad Sub-Clan Militia (Somalia),,4,Habar Gedir-Saad Sub-Clan Militia (Somalia),,4,44,Somalia,Mudug,Gaalkacyo,,Gaalkacyo,6.76924,47.43061,1,Local Source Project,Two local clan militia groups from Sa’ad clan/Habargidir clashed over illegal taxation of trucks at Teerage area (c. 20 km West of Galkayo). There was an exchange of gunfire. Three people were injured.,0
520,2082RTA,,January 2017,29/01/2017,2017,1,Battle-No change of territory,AMISOM: African Union Mission in Somalia (2007-),,8,Al Shabaab,,2,28,Somalia,Shabeellaha Hoose,Marka,,Golweyn,1.6584,44.57998,1,Local Source Project,AMISOM forces attack on al Shabaab positions in Golweyn. Causalities not known. ,0
520,1702RTA,,January 2017,29/01/2017,2017,1,Remote violence,AMISOM: African Union Mission in Somalia (2007-),,8,Civilians (Somalia),,7,78,Somalia,Shabeellaha Hoose,Marka,,Golweyn,1.6584,44.57998,1,Local Source Project,AMISOM forces fired mortar shells to the outskirts of Golweyn in Marka district. It was reported that an AMISOM convoy was planning to travel towards that areas. The mortars landed in a farm. Casualties could not be established at the time of reporting. The targets of the shells were not described by the source. ,0
520,1300RTA,,January 2017,29/01/2017,2017,1,Battle-No change of territory,Military Forces of Somalia (2012-),,1,Al Shabaab,,2,12,Somalia,Gedo,Garbahaarey,,Tuulo Barwaaqo,3.50187,42.15471,1,Radio Kulmiye ,"Somali government forces have killed a leading al-Shabab member, identified as Abdullahi Qanas, in Tulo Barwaqo area, about 18km from Bardhere town. ",1
520,1703RTA,,January 2017,29/01/2017,2017,1,Battle-No change of territory,Police Forces of Somaliland (1991-),,1,Police Forces of Ethiopia (1991-) Liyu Division,,8,18,Somalia,Woqooyi Galbeed,Gabiley,,Wajaale,9.60272,43.33481,1,Local Source Project,An unspecified number of Liyuu Police from Ethiopia crossed the border into Somaliland. They looted property at Garbahaare. SLP reacted in an attempt to arrest them. There was an exchange of gunfire. An unspecified number of people were wounded and two Liyuu police officers were arrested and deported to Ethiopia for disciplinary action. ,0
520,1704RTA,,January 2017,30/01/2017,2017,1,Violence against civilians,Al Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Shabeellaha Hoose,Afgooye,,Afgooye,2.15,45.116,1,Local Source Project,AS militant group briefly infiltrated a suburb of Afgoye district and abducted two civilians. Residents in Afgoye expressed fear that AS were planning to attack the city after close of business hours and some were reported to be leaving. ,0
520,1705RTA,,January 2017,30/01/2017,2017,1,Battle-No change of territory,Unidentified Armed Group (Somalia),,3,Private Security Forces (Somalia),Government of Somalia (2012-),8,38,Somalia,Shabeellaha Hoose,Barawa,,Baraawe,1.1132,44.0297,1,Local Source Project,Unidentified attackers hurled a HG at the residency of the District Commissioner for Barawe District. One of the bodyguards of the District Commissioner was injured in the explosion. The attackers managed to escape. The motive behind the attack was unknown.,0
520,1706RTA,,January 2017,30/01/2017,2017,1,Strategic development,Al Shabaab,,2,,,0,20,Somalia,Bakool,Rab Dhuure,,Buur Dhuxunle,4.05523,43.24708,1,Local Source Project,AS fighters vacated /withdrew from Buur- dhuxunle (27km N of Wajid town). Reports indicate that this was after ENDF started convoy movements of transferring troops and receiving goods from Wajid in Bakool Region.,0
520,1707RTA,,January 2017,30/01/2017,2017,1,Violence against civilians,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Banaadir,Mogadisho,,Dharkenley,2.0095,45.25,1,Local Source Project,"An 80-year-old traditional elder, namely Malaaq Maxamed Cali, was shot and killed near Saldhig galbed Police station in Dharkenley district by three unidentified armed men using pistols. The victim came from a mosque and was headed to his residence when the attackers shot him. The perpetrators managed to escape. The motive behind the killing was unknown.",1
520,2083RTA,,January 2017,30/01/2017,2017,1,Battle-No change of territory,Unidentified Armed Group (Somalia),,3,Unidentified Armed Group (Somalia),,3,33,Somalia,Mudug,Gaalkacyo,,Gaalkacyo,6.76924,47.43061,1,Local Source Project,"""Armed militias"" exchanged gunfire across the Green Line over two days. At least three civilians suffered gunshot wounds. ",0
520,1302RTA,,January 2017,30/01/2017,2017,1,Remote violence,Unidentified Armed Group (Somalia),,3,Civilians (Somalia),,7,37,Somalia,Banaadir,Mogadisho,,Hodan,2.03333,45.35,1,Radio Kulmiye ,A Somali soldier has been killed and seven people wounded after a bomb wrapped in a plastic bag exploded at a restaurant near Jalle Siyad College in Mogadishu. It is not known if the perpetrators were targeting military personnel or civilians. ,1
520,1301RTA,,January 2017,30/01/2017,2017,2,Remote violence,Al Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Bay,Baydhabo,,Masuubiye,3.17368,43.4933,1,News Chronicle (Nigeria),"At least 32 people, mostly women and children have died in Somalia the last 48 hours in Masuubiye after they drank water from a well that is believed to have been poisoned by al Shabaab. It is believed the well was poisoned on 30/01.",32
520,1708RTA,,January 2017,30/01/2017,2017,1,Remote violence,AMISOM: African Union Mission in Somalia (2007-),,8,Al Shabaab,,2,28,Somalia,Shabeellaha Hoose,Qoryooley,,Qoryooley,1.78586,44.5313,1,Local Source Project,AS fighters allegedly launched three mortar rounds into Qoryoley district. AMISOM responded with fire. There were no reports of casualties.,0
520,1303RTA,,January 2017,30/01/2017,2017,1,Violence against civilians,AMISOM: African Union Mission in Somalia (2007-),,8,Civilians (Somalia),,7,78,Somalia,Shabeellaha Hoose,Afgooye,,Wartaweyn,2.10169,45.16291,1,Shabelle Media Network (Mogadishu),AMISOM forces shoot and kill an unarmed civilian near Wartaweyn. The soldiers may have believed the victim a member of al Shabaab. ,1
520,1709RTA,,January 2017,31/01/2017,2017,1,Battle-No change of territory,Police Forces of Somalia (2012-),,1,Unidentified Armed Group (Somalia),,3,13,Somalia,Shabeellaha Hoose,Afgooye,,Afgooye,2.15,45.116,1,Local Source Project,A local staff member of an INGO was shot and injured in Dhagaxtur neighbourhood in Afgoye district by two unidentified men armed with pistols. The victim was admitted to hospital while the perpetrators managed to escape. No group has claimed responsibility for the attack.,0
520,1710RTA,,January 2017,31/01/2017,2017,1,Remote violence,Military Forces of Puntland (1998-) Darawish,,1,Islamic State (Somalia),,2,12,Somalia,Bari,Bossaso,,Bossaso,11.28366,49.1806,2,Local Source Project,"Reports indicate that approximately 10 mortars were fired by pro-ISIS fighters in Af-Urur Mountain, c.65 km Southwest of Bossaso, on the road to Galgala and landed at the PL Darawish Defence Base. Six Darawish soldiers were reportedly wounded and taken to Bossaso general hospital. Puntland Security Forces are on high alert and established various check points in Bossaso.",0
520,1711RTA,,January 2017,31/01/2017,2017,1,Riots/Protests,Rioters (Somalia),,5,,,0,50,Somalia,Bari,Bossaso,,Bossaso,11.28366,49.1806,2,Local Source Project,"Birmad/para military soldiers blocked roads in Hubal area, c.12km of South Bossaso, in protest related to delayed salaries.",0
520,2473RTA,,January 2017,31/01/2017,2017,1,Battle-Government regains territory,Military Forces of Jubaland (2013-),,1,Al Shabaab,,2,12,Somalia,Jubbada Hoose,Kismayo,,Buulo Xaaji,-0.63198,41.98393,1,Local Source Project,"JSF, located at Abdille Birole (c. 45 km South West of Kismayo) launched an offensive operation against Bulo-Haji town (c. 90 km South West of Kismayo town). There was an exchange of gunfire which lasted for about 30 minutes after which AS withdrew. JSF took control of the town for about six hours after which they withdrew. AS later gained control of the town. JSF claimed that they injured an AS commander during the clash.",0
520,2474RTA,,January 2017,31/01/2017,2017,1,Non-violent transfer of territory,Military Forces of Jubaland (2013-),,1,Al Shabaab,,2,12,Somalia,Jubbada Hoose,Kismayo,,Buulo Xaaji,-0.63198,41.98393,1,Local Source Project,"JSF, located at Abdille Birole (c. 45 km South West of Kismayo) launched an offensive operation against Bulo-Haji town (c. 90 km South West of Kismayo town). There was an exchange of gunfire which lasted for about 30 minutes after which AS withdrew. JSF took control of the town for about six hours after which they withdrew. AS later gained control of the town. JSF claimed that they injured an AS commander during the clash.",0
