X,Y,osm_id,name,name_en,is_in_coun,is_in_stat,created_at,updated_at,bb,region,period,date,value
46.103270234688,2.96066422562468,R1720062,Shabeellaha Dhexe,Middle Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"45.0700000000000003,2.0263190000000000,47.2174109999999985,3.8900000000000001",Middle Shabelle,week 6,2/6/2017,10
46.103270234688,2.96066422562468,R1720062,Shabeellaha Dhexe,Middle Shebelle,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"45.0700000000000003,2.0263190000000000,47.2174109999999985,3.8900000000000001",Middle Shabelle,week 7,2/13/2017,8
48.2388477335125,6.30213082229738,R1720063,Mudug,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.5396700000000010,4.2512449999999999,49.7833720000000000,7.7100000000000000",Mudug,week 1,1/2/2017,1
48.2388477335125,6.30213082229738,R1720063,Mudug,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.5396700000000010,4.2512449999999999,49.7833720000000000,7.7100000000000000",Mudug,week 2,1/9/2017,3
48.2388477335125,6.30213082229738,R1720063,Mudug,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.5396700000000010,4.2512449999999999,49.7833720000000000,7.7100000000000000",Mudug,week 3,1/16/2017,7
48.2388477335125,6.30213082229738,R1720063,Mudug,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.5396700000000010,4.2512449999999999,49.7833720000000000,7.7100000000000000",Mudug,week 4,1/23/2017,2
48.2388477335125,6.30213082229738,R1720063,Mudug,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.5396700000000010,4.2512449999999999,49.7833720000000000,7.7100000000000000",Mudug,week 5,1/30/2017,1
48.2388477335125,6.30213082229738,R1720063,Mudug,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.5396700000000010,4.2512449999999999,49.7833720000000000,7.7100000000000000",Mudug,week 6,2/6/2017,21
48.2388477335125,6.30213082229738,R1720063,Mudug,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.5396700000000010,4.2512449999999999,49.7833720000000000,7.7100000000000000",Mudug,week 7,2/13/2017,18
49.0061648532375,8.08469213591632,R1720064,Nugaal,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"47.5570650000000015,7.2897660000000002,50.3451189999999968,9.1395250000000008",Nugal,week 1,1/2/2017,3
49.0061648532375,8.08469213591632,R1720064,Nugaal,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"47.5570650000000015,7.2897660000000002,50.3451189999999968,9.1395250000000008",Nugal,week 2,1/9/2017,1
49.0061648532375,8.08469213591632,R1720064,Nugaal,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"47.5570650000000015,7.2897660000000002,50.3451189999999968,9.1395250000000008",Nugal,week 3,1/16/2017,1
49.0061648532375,8.08469213591632,R1720064,Nugaal,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"47.5570650000000015,7.2897660000000002,50.3451189999999968,9.1395250000000008",Nugal,week 4,1/23/2017,2
49.0061648532375,8.08469213591632,R1720064,Nugaal,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"47.5570650000000015,7.2897660000000002,50.3451189999999968,9.1395250000000008",Nugal,week 5,1/30/2017,2
49.0061648532375,8.08469213591632,R1720064,Nugaal,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"47.5570650000000015,7.2897660000000002,50.3451189999999968,9.1395250000000008",Nugal,week 6,2/6/2017,0
49.0061648532375,8.08469213591632,R1720064,Nugaal,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"47.5570650000000015,7.2897660000000002,50.3451189999999968,9.1395250000000008",Nugal,week 7,2/13/2017,1
47.6520595741732,10.3985016067093,R1720065,Sanaag,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.0099980000000031,9.4199999999999999,49.0600009999999997,11.4930489999999992",Sanag,week 1,1/2/2017,0
47.6520595741732,10.3985016067093,R1720065,Sanaag,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.0099980000000031,9.4199999999999999,49.0600009999999997,11.4930489999999992",Sanag,week 2,1/9/2017,3
47.6520595741732,10.3985016067093,R1720065,Sanaag,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.0099980000000031,9.4199999999999999,49.0600009999999997,11.4930489999999992",Sanag,week 3,1/16/2017,0
47.6520595741732,10.3985016067093,R1720065,Sanaag,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.0099980000000031,9.4199999999999999,49.0600009999999997,11.4930489999999992",Sanag,week 4,1/23/2017,0
47.6520595741732,10.3985016067093,R1720065,Sanaag,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.0099980000000031,9.4199999999999999,49.0600009999999997,11.4930489999999992",Sanag,week 5,1/30/2017,1
47.6520595741732,10.3985016067093,R1720065,Sanaag,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.0099980000000031,9.4199999999999999,49.0600009999999997,11.4930489999999992",Sanag,week 6,2/6/2017,0
47.6520595741732,10.3985016067093,R1720065,Sanaag,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.0099980000000031,9.4199999999999999,49.0600009999999997,11.4930489999999992",Sanag,week 7,2/13/2017,0
47.5642221920574,8.9624691830076,R1720066,Sool,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.0484310000000008,7.9998310000000004,49.0800589999999985,10.0494400000000006",Sool,week 1,1/2/2017,8
47.5642221920574,8.9624691830076,R1720066,Sool,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.0484310000000008,7.9998310000000004,49.0800589999999985,10.0494400000000006",Sool,week 2,1/9/2017,11
47.5642221920574,8.9624691830076,R1720066,Sool,None,R192799,None,2015/03/21 12:41:31,2015/03/21 12:41:31,"46.0484310000000008,7.9998310000000004,49.0800589999999985,10.0494400000000006",Sool,week 3,1/16/2017,6
